,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
15,109.0,4277.35536847217,4250.041009145789,1225.6456233286299,-11.030834919307381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.507511,0.0
16,110.0,4601.217614985071,3769.92013263423,1412.534033964388,-403.45853726984933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.50821,0.0
17,110.0,4556.4921514149755,3714.535954190418,1801.1937871095724,-11.474013064056635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.50821,0.0
18,111.0,4865.621062052436,3801.832698956132,1829.9685773686506,-132.84311637608334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.52187,0.0
19,111.0,5204.646732935682,4264.895891769789,2202.769284751732,51.79948433628306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.52187,0.0
20,112.0,5623.379021624569,3845.899940134026,2454.073732224293,-311.77488985611126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.537456,0.0
21,112.0,5560.369187171105,3670.539771111682,2785.7710691443644,36.026456273160875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.537456,0.0
22,113.0,5838.591564574745,3777.459770944901,2774.1942088315263,-129.4921660157852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.53822,0.0
23,113.0,6188.6985590266995,3316.234738959465,3258.141002997756,46.83289719512686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.53822,0.0
24,114.0,6647.608592939563,2902.3026118637063,3503.828120736871,-316.07951470511034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.552056,0.0
25,114.0,6564.283621926792,2717.0354478587396,3718.0776394484565,-31.41889952775091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.552056,0.0
26,115.0,6778.28817719128,2745.9598341160454,3701.41451519588,-171.53612131765112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.567398,0.0
27,115.0,7136.593032346107,2340.9641979644075,3212.2225113417953,54.44733350491151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.567398,0.0
28,116.0,6714.814595143311,1991.3807895062491,3540.718493899796,-182.26963419048116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.568195,0.0
29,116.0,6553.13498015888,1764.1295085987076,3780.702264206484,2.094343975186348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.568195,0.0
30,117.0,6778.654687386937,1757.6389122256078,3705.5358849470504,-208.5199919794686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.582385,0.0
31,117.0,7162.200127342716,1368.1302017904818,3224.4145851973444,77.04754893714562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.582385,0.0
32,118.0,6772.532471159473,1055.747578191571,3617.5023798900656,-120.07883782731369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.597649,0.0
33,118.0,6519.042052162811,746.4578518560156,3694.819201624021,7.117029615677893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.597649,0.0
34,119.0,6764.6300625531,745.7940196138807,3652.919232470449,-243.44317776570097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.598379,0.0
35,119.0,7156.332224312238,417.4625926539302,3250.4293292891234,23.858691767323762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.598379,0.0
36,120.0,6836.492240201682,159.5927508091554,3708.4530069124885,-53.71805301355198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.612074,0.0
37,120.0,6596.667415643111,-198.78316244482994,3766.3672276763245,23.019084227271378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.612074,0.0
38,121.0,6766.978719725274,-257.5388606986962,3657.934438311029,-252.8789453539066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.627472,0.0
39,121.0,7151.395556370728,-550.5544123770669,3197.8949546115473,68.61033463710919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.627472,0.0
40,122.0,6905.758927281015,-753.8478941684589,2757.274901431985,11.427264314610511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.628226,0.0
41,122.0,6563.318727738224,-1223.8486013999209,2746.010322765447,-22.845178879331797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.628226,0.0
42,123.0,6715.192325038835,-1296.7972199856304,2599.7858443479054,-352.85956081934273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.641753,0.0
43,123.0,7130.354879220016,-1574.5988586442545,2227.648969206959,77.8497574776411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.641753,0.0
44,124.0,6953.308015317656,-1669.1884083235636,1864.4972037095577,107.56887247553095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.657642,0.0
45,124.0,6593.271586483344,-2128.9604891762137,1825.3404511734843,-32.26224696775898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.657642,0.0
46,125.0,6703.882867572829,-2302.377780171577,1613.2750340360217,-378.9229236105457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.658224,0.0
47,125.0,7154.791385530494,-2515.71850319393,1240.6669315006584,69.15075018070638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.658224,0.0
48,126.0,7021.909000204876,-2604.7655211389065,900.0966819357127,193.97178115183488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.67215,0.0
49,126.0,6597.8417442291975,-2204.2203659345396,783.2958664195612,-4.796421693172306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.67215,0.0
50,127.0,6705.031016859226,-2335.9938709232956,604.126609292347,-385.35555153433233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.687984,0.0
51,127.0,7138.234848426655,-2513.5026124701835,308.7324812421575,-856.6970128999092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.687984,0.0
52,128.0,7072.607084004208,-2560.29250081582,-9.503085787408054,-741.1247545192018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.688154,0.0
53,128.0,6618.975918878801,-2137.943728869781,-116.07527492474765,-995.7109642028809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.688154,0.0
54,129.0,6690.628662129864,-2343.924328779336,-401.7568827900104,-1428.3033221275546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.702188,0.0
55,129.0,7140.665783397853,-2495.407106534578,-695.1539042638615,-1879.68867732957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.702188,0.0
56,130.0,7150.90749942651,-2448.574209339451,-886.7751582935452,-1645.9168808492832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.717461,0.0
57,130.0,7595.624613007531,-2158.2850447287783,-1112.683815116994,-1981.6925786710344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.717461,0.0
58,131.0,7634.235340150073,-2399.948030115571,-1440.297181285452,-2457.2750865863636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.718198,0.0
59,131.0,8071.579240968451,-2526.0929856710136,-1649.1313248611987,-2882.7616345952265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.718198,0.0
60,132.0,8195.098786755,-2390.1457523317076,-1812.6285312240943,-2579.7755096349865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.732397,0.0
61,132.0,8575.669136296026,-2168.9063606029376,-2130.7257219552994,-2948.989652960561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.732397,0.0
62,133.0,8614.915646431036,-2411.6613967767917,-2433.330377120059,-3424.953630671371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.747649,0.0
63,133.0,9030.426011308096,-2519.0170949548483,-2632.5380182098597,-3840.0208174036816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.747649,0.0
64,134.0,9208.794929844793,-2330.572885937523,-2738.7249976517633,-3476.459532861132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.748336,0.0
65,134.0,9520.394044402987,-2197.681150862016,-3143.97307705041,-3004.4074905039743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.748336,0.0
66,135.0,9560.482032028027,-2433.2368796211667,-3458.287358976435,-3475.5058583724312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.778629,0.0
67,135.0,9973.886833230034,-2509.1400191718712,-3621.259109395556,-3846.0644957320765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.778629,0.0
68,136.0,10238.755897841882,-2275.9479071847163,-3643.792006628588,-3390.6550081777386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.778955,0.0
69,136.0,10499.627009401098,-2223.392963057384,-4116.982848522253,-3011.5806186189875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.778955,0.0
70,137.0,10521.860714637674,-2487.6187648768537,-4448.410912645515,-2545.9107155362144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.779544,0.0
71,137.0,10943.953303436749,-2486.081665995065,-4591.546233699657,-2870.3863056418486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.779544,0.0
72,138.0,11285.9241455351,-2227.9294617036358,-4602.040392975323,-3331.949798573274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.79182,0.0
73,138.0,11491.616773148067,-2217.7288845744915,-4158.381671081763,-3012.493154208176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.79182,0.0
74,139.0,11482.123037110548,-2523.037487407215,-4522.96020841226,-2579.8615273339674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.823067,0.0
75,139.0,11901.612655540463,-2520.3185801394284,-4609.084494541865,-2863.602127122227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.823067,0.0
76,140.0,12325.345190470107,-2157.7895079846494,-4517.256860979833,-3264.2950083748437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.823821,0.0
77,140.0,12470.90022679558,-2244.0689999624155,-4124.243864286225,-3033.500172259286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.823821,0.0
78,141.0,12459.428083681501,-2553.2633588491008,-4506.426110708155,-2581.7987955110148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.824606,0.0
79,141.0,12877.911669023335,-2468.12453635782,-4567.6725823325105,-2865.3112614019774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.824606,0.0
80,142.0,13345.763803730253,-2086.443436529953,-4472.6473343083635,-3209.19880222762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.837428,0.0
81,142.0,13478.599440306425,-2182.7533401888795,-4085.326465347316,-2972.3715074835345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.837428,0.0
82,143.0,13421.36962123448,-2577.2061983654276,-4538.106803232804,-2632.3024045126513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.838164,0.0
83,143.0,13831.262656378094,-2559.6847670730203,-4630.5440404876135,-2837.336809733417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.838164,0.0
84,144.0,13389.296239214484,-3027.61356972903,-4449.157022686675,-3120.854885474313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.851688,0.0
85,144.0,13473.464557667263,-3179.7078211270273,-4085.072152150329,-2987.0842739092186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.851688,0.0
86,145.0,13392.920202271547,-3587.168051349465,-4552.34086246416,-2679.537340953015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.867476,0.0
87,145.0,13803.097469811793,-3513.9146309173666,-4654.05305160908,-2891.718694989104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.867476,0.0
88,146.0,13462.366404548753,-3962.380994203966,-4377.994206329808,-3047.478048343677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.868205,0.0
89,146.0,13481.9017719673,-4179.732759928796,-4166.8637641812675,-3027.531291930005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.868205,0.0
90,147.0,13374.003788295668,-4598.352851619013,-4606.58063152153,-2700.316225106828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.881756,0.0
91,147.0,13769.932037004735,-4470.294937236235,-4647.784979283344,-2890.424689604435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.881756,0.0
92,148.0,13491.65356110176,-4881.986864258535,-4302.208873627707,-2981.1658822293393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.897434,0.0
93,148.0,13438.685358029325,-5175.598929979838,-4122.224318310153,-3074.786797820125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.897434,0.0
94,149.0,13354.969567471184,-5626.045570292976,-3654.1795787555166,-2773.5677755889483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.898216,0.0
95,149.0,13752.835084357299,-5525.453481184784,-3732.24438048061,-2903.512469499372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.898216,0.0
96,150.0,13556.763349380344,-5800.496943626087,-3283.1216647517867,-2902.138056265656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.911767,0.0
97,150.0,13458.02251075022,-6159.467500973027,-3152.384112050757,-3063.144489258062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.911767,0.0
98,151.0,13339.592968803365,-6627.753464074805,-2701.5503920922056,-2792.11767936917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.927526,0.0
99,151.0,13756.240263266955,-6442.4414212703705,-2688.4308230476454,-2894.622727304697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.927526,0.0
100,152.0,13610.593599392567,-6734.819320006296,-2269.619996459689,-2841.712492681574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.928161,0.0
101,152.0,13459.0453733881,-7142.741427873261,-2173.9589654430747,-3031.8789256284945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.928161,0.0
102,153.0,13322.189344359562,-7625.250230506528,-1742.9915940491483,-2828.3049513404258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.941751,0.0
103,153.0,13738.324272529222,-7431.153162706178,-1706.404152782634,-2946.831730686128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.941751,0.0
104,154.0,13658.952375769615,-7638.919564844575,-2190.6875379448757,-2787.704597421456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.957441,0.0
105,154.0,13449.319763553329,-7180.159126929939,-2213.598165073432,-3054.5314996601082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.957441,0.0
106,155.0,13288.28902121121,-6691.219566322863,-1802.11567244865,-2884.743781571742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.958202,0.0
107,155.0,13710.677062106784,-6449.016165392473,-1730.9603358916938,-2947.3478368800133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.958202,0.0
108,156.0,13717.190097879618,-6590.216088219546,-2108.563074817881,-2715.8050207733177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.971756,0.0
109,156.0,13429.363657389767,-6200.84575408278,-2204.386791482568,-3095.345027876552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.971756,0.0
110,157.0,13265.43449258199,-5759.844231107738,-1828.1939948396757,-2937.981257440988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.987577,0.0
111,157.0,13700.463395327795,-5488.185378126334,-1746.2565267104656,-2922.340995826293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.987577,0.0
112,158.0,13755.868143221363,-5570.766109047923,-2053.036780175753,-2644.0830893730745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.988421,0.0
113,158.0,13442.068097539246,-5228.84014574904,-2178.3009892916307,-3083.730768564157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271671.988421,0.0
114,159.0,13244.64438872831,-4801.036729717627,-1853.8010898362845,-2953.249399010092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.002177,0.0
115,159.0,13651.78111760458,-4514.500554712489,-1726.012448250316,-2956.2693682243116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.002177,0.0
116,160.0,13796.730290137231,-4541.33807679452,-2024.4901238139719,-2586.051061760634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.017991,0.0
117,160.0,13453.63934800215,-4233.90895068692,-2226.9421281153336,-2137.3958335262723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.017991,0.0
118,161.0,13240.796031673905,-3841.701902433764,-1882.0448143016547,-2021.6608894974925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.018205,0.0
119,161.0,13640.12758934265,-3576.0381090813316,-1753.0481850299984,-1991.1844447585754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.018205,0.0
120,162.0,13851.332829490304,-3506.892968750559,-1953.005676060915,-1584.0346262324601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.031847,0.0
121,162.0,13467.02071004361,-3276.7301757275127,-2205.3890846706927,-1150.5820913179778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.031847,0.0
122,163.0,13215.110398778226,-2878.6514845439233,-1884.4009512737393,-1059.751141094137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.063816,0.0
123,163.0,13659.245957916137,-2525.399234229233,-1743.212248146534,-1014.378674831707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.063816,0.0
124,164.0,13904.757300357334,-2426.3423740528524,-1868.1697854660451,-1492.857735262718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.064589,0.0
125,164.0,13484.23546953965,-2238.5189884281717,-2177.306175903417,-1145.4004599293694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.064589,0.0
126,165.0,13196.306181801017,-1893.763790812809,-1922.6900470200926,-1140.8639612831175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.065759,0.0
127,165.0,13632.098024137784,-1502.701151946094,-1651.6295780315995,-1028.8689172100276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.065759,0.0
128,166.0,13993.737000103109,-1311.3734800629318,-1747.6589891938493,-1452.2405517939478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.066101,0.0
129,166.0,14451.319369531702,-1193.430125110317,-2117.1947639156133,-1191.560175132472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.066101,0.0
130,167.0,14175.058569654822,-857.265477693174,-1850.236965178512,-1161.5399981881492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.077266,0.0
131,167.0,14537.914883055724,-445.9737199661322,-1653.106838514097,-1093.02503099991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.077266,0.0
132,168.0,15000.026271330658,-163.67672156076878,-1610.1035988735966,-1401.944507239852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.108647,0.0
133,168.0,15390.174504658207,-121.36910331202671,-2049.478265367914,-1234.4063389748335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.108647,0.0
134,169.0,15082.098375858273,144.44802593858913,-1853.7767804865725,-1261.9413523986004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.108872,0.0
135,169.0,15513.63795194542,575.8978444267996,-1622.052579232026,-1133.5431071198545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.108872,0.0
136,170.0,15034.485709522385,879.5945503786206,-1501.7418676074594,-1331.6381279728375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.110063,0.0
137,170.0,15370.210918694735,817.852542010136,-1068.7156812879257,-1286.8696555532515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.110063,0.0
138,171.0,15041.958029633854,1061.8323954194784,-885.041714664083,-1309.2436070381664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.121803,0.0
139,171.0,15452.722461467143,1539.230624763295,-590.7564669507556,-1103.6613064738922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.121803,0.0
140,172.0,15136.450341914315,1944.443175112363,-404.6347358059138,-1232.2315871505998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.137963,0.0
141,172.0,15304.882346268743,1687.7476618536748,-184.35649836575612,-1424.282929675188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.137963,0.0
142,173.0,14982.934928533155,1922.1084925769828,-66.57208916125819,-1392.6545957499184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.138286,0.0
143,173.0,15472.371895834338,1523.5193050494418,364.06991093652323,-1038.7366432431154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.138286,0.0
144,174.0,15206.584685783368,1962.9818591927178,618.755227969028,-1135.5589131959714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.152176,0.0
145,174.0,15325.044146929868,1615.163683513645,758.4872400634922,-1383.2300478615798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.152176,0.0
146,175.0,14954.354613071773,1855.074525771197,864.719098304864,-1393.6662386879325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.168128,0.0
147,175.0,14498.335521824658,1499.0902785388753,1309.7933723316528,-1030.5369125902653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.168128,0.0
148,176.0,14286.04010083992,1022.0398598909378,1591.7874388406053,-1020.3699945607223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.168156,0.0
149,176.0,14276.948404047638,561.8825693428516,1646.219812745694,-1390.0104864812456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.168156,0.0
150,177.0,13935.415130244102,779.4811684647575,1735.5099241877906,-1425.197335214354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.182376,0.0
151,177.0,13486.711283310317,452.72797928610817,2191.987153179478,-1091.5346808675677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.182376,0.0
152,178.0,13350.840717920102,58.99879175098613,2554.490046034567,-972.6787903257646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.198012,0.0
153,178.0,13316.414938827977,498.6819999916479,2613.6272140839137,-1409.1849535540678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.198012,0.0
154,179.0,12959.005789712537,713.1465629506856,2683.3987876572646,-1475.5663078175858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.198222,0.0
155,179.0,12487.252939351834,464.92753294156864,3171.3958934755065,-1021.8940037926659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.198222,0.0
156,180.0,12438.791315726005,106.1776296920143,3604.2014256976545,-855.5488636135124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.212377,0.0
157,180.0,12328.527845332399,493.2254859562963,3511.9754927903414,-417.7954437499866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.212377,0.0
158,181.0,11958.870523862075,659.1012686910108,3597.559363376349,-511.35465099150315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.243856,0.0
159,181.0,11490.319027863443,394.4304187768139,3144.2442197971977,-29.782693297136575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.243856,0.0
160,182.0,11496.895641935524,114.89533648872748,3629.24753570091,195.36115398537368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.244509,0.0
161,182.0,11322.32459180383,444.733943130821,3448.4719915427268,495.8004070757888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.244509,0.0
162,183.0,10966.890109864995,615.5202145073563,3568.339525022544,452.5914729377255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657271672.245375,0.0
